StudyID,Authors,Title,Journal,Abstract,Year,DOI,Included,Methods,Obs_exp,Species,Order,Class,Methods_subgroup,n_indiv,Spatial_area_sqkm,Days_obs_per_indiv,Fixes_per_indiv,Temporal_range,Stage,Indiv_ID,Primary_alt_behav,Keywords,Notes,Assumptions
Costelloe_2018,"Costelloe, Blair R.; Rubenstein, Daniel I.",Temporal structuring of vigilance behaviour by female Thomson's gazelles with hidden fawns,ANIMAL BEHAVIOUR,"Prey animals often face a trade-off between investing time in antipredator behaviour and performing self-maintenance activities, such as foraging. Parents face particularly high stakes as they must protect highly vulnerable offspring while also meeting elevated energetic demands. To optimize this trade-off, the risk allocation hypothesis predicts that prey should adjust their antipredator behaviour to reflect temporal fluctuations in risk. That is, they should invest more in antipredator behaviour when risk is high and prioritize other activities when risk is low. Here we investigate whether changes in risk level resulting from periodic fawn exposure drive maternal vigilance patterns in Thomson's gazelle, Eudorcas thomsonn. We find that maternal vigilance patterns match the predictions of the risk allocation hypothesis. Mothers are highly vigilant prior to fawn retrieval, when risk of fawn detection by predators is high. They exhibit low levels of vigilance after fawns resume hiding, when certainty of predator absence is high and, therefore, risk is low. We suggest that fawn active periods may function secondarily as a form of predator sampling and that mothers may adjust their vigilance levels in response to information yielded by this sampling. (C) 2018 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2018,10.1016/j.anbehav.2018.09.007,yes,ethology,obs,Eudorcas_thomsonii,ungulate,mammal,direct_obs,30,360,0.091666667,,365,AB,yes,vigilance,"activity_budget, antipredator_response, parental_care","360 = area of protected area, doesn't say what area the obs covered",
Thompson_2013b,"Thompson, Alex M.; Ridley, Amanda R.; Hockey, Philip A. R.; Finch, Fiona M.; Britton, Adam; Raihani, Nichola J.",The influence of siblings on begging behaviour,ANIMAL BEHAVIOUR,"Elaborate solicitation displays are a common feature of interactions between care-givers and offspring. These displays are interpreted as the phenotypic expression of the conflict of interests between parents and offspring over parental investment. Offspring typically have siblings and thus do not exist in isolation. Therefore, they may adjust their begging in response to their siblings' begging, either competitively or cooperatively. Alternatively, begging may be independent of the begging efforts of siblings. Studies of avian begging have primarily focused on nestlings, where offspring are immobile and compete directly over the allocation of parental resources. We investigated the influence sibling begging had on individual fledgling begging in the cooperatively breeding pied babbler, Turdoides bicolor. Using experimental manipulations, we found that fledgling begging behaviour was negatively correlated with satiation and unrelated to the begging effort of siblings. Pied babbler care-givers were able to target increased provisioning to individuals with artificially increased demand while maintaining provisioning rates to the rest of the brood. Thus, fledglings were found to incur no provisioning costs or benefits from either increased or decreased begging by their siblings. We propose that the combination of targeted provisioning, flexible levels of provisioning and the dispersed nature of fledglings reduces the benefits of competitive or cooperative begging in this species. (C) 2013 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2013,10.1016/j.anbehav.2013.07.021,yes,ethology,obs,Turdoides_bicolor,passerine,bird,direct_obs,103,n/a,0.079186111,,180,AB,yes,ethogram,"activity_budget, begging, development","also did a feeding experiment, but ignoring that here",
van_der_Kolk_2020,"van der Kolk, Henk-Jan; Ens, Bruno J.; Oosterbeek, Kees; Bouten, Willem; Allen, Andrew M.; Frauendorf, Magali; Lameris, Thomas K.; Oosterbeek, Thijs; Deuzeman, Symen; de Vries, Kelly; Jongejans, Eelke; van de Pol, Martijn",Shorebird feeding specialists differ in how environmental conditions alter their foraging time,BEHAVIORAL ECOLOGY,"Feeding specialization is a common cause of individual variation. Fitness payoffs of specialization vary with environmental conditions, but the underlying behavioral mechanisms are poorly understood. Such mechanistic knowledge, however, is crucial to reliably predict responses of heterogeneous populations to environmental change. We quantified spatiotemporal allocation of foraging behavior in wintering Eurasian oystercatchers (Haematopus ostralegus), a species in which feeding specialization can be inferred from bill shape. We combined global positioning system (GPS) and accelerometer data to quantify foraging time of 64 individuals for every tidal period in one or two winter seasons. Individuals varied widely in foraging time (3.7-6.5 h per tidal period) and individuals that spend more time foraging had lower inferred survival. Feeding specialization appeared a major determinant of individual variation in foraging time and its spatiotemporal allocation. Visually hunting worm specialists foraged more during day time and complemented intertidal foraging with grassland foraging when the exposure of intertidal flats was limited and nights were well illuminated. Shellfish specialists increased total foraging time in cold weather, whereas foraging time of worm specialists decreased as frosty grasslands became inaccessible. Our results imply that worm specialists may be most sensitive to cold snaps and daytime disturbance, whereas shellfish specialists are most sensitive to high water levels. These behavioral responses can be implemented in population models to predict the vulnerability of heterogeneous populations to environmental change and, thereby, provide a shortcut to long-term population studies that require fitness data across many years and conditions to make similar projections. Lay Summary: Populations consist of different types of individuals. Predicting how heterogeneous populations of long-lived species respond to environmental change is hard as it takes decades to quantify how fitness varies among individuals in different environmental conditions. We studied the behavior of GPS-tracked oystercatchers and showed how foraging time is differentially affected by environmental conditions among individuals that specialize in different prey. This knowledge can be implemented in models to predict the vulnerability of heterogeneous populations to environmental change.",2020,10.1093/beheco/arz189,yes,accelerometer_remote,obs,Haematopus_ostralegus,shorebird,bird,"GPS, axy",64,2800,,517.296875,240,BC,yes,resting,"activity_budget, behavioural_state, ground_truthed","videos were takento validate axy readings, but I wouldn't call this an ethological study",
Garcia-Jimenez_2020,"Garcia-Jimenez, Ruth; Maria Martinez-Gonzalez, Jose; Oliva-Vidal, Pilar; Pique, Josep; Antonio Sese, Jose; Margalida, Antoni",Nocturnal flights by Bearded VulturesGypaetus barbatusdetected for the first-time using GPS and accelerometer data,BIRD STUDY,"Capsule:We document previously undescribed nocturnal flight behaviour by Bearded VulturesGypaetus barbatususing a combination of accelerometer and global positioning system (GPS) information. Aims:To study the nocturnal flight activity of the Bearded Vulture and determine whether nocturnal flights could be linked to foraging behaviour. Methods:We used both accelerometer and GPS location data of 11 Bearded Vultures in the Spanish Pyrenees along with 88 carcasses monitored with camera traps. Results:Over half (55%,n = 11) of the individuals tracked were recorded flying between 0.7 and 6.1 km on at least 19 different nights, including 37% that occurred when less than 20% of the moon was illuminated. Bearded Vultures displayed feeding activity in only 8.2% of the 146 feeding events existing during the hour after dawn and the hour before dusk. Conclusions:Our findings suggest that foraging benefits do not explain the nocturnal flights. Disturbances or adverse weather conditions may result in the abandonment of an overnight roosting site. This could also explain why individuals recovered in the field showed impact injuries.",2020,10.1080/00063657.2020.1781054,yes,accelerometer_remote,obs,Gypaetus_barbatus,raptor,bird,"GPS, axy, camera_trap",11,n/a,197,10917.36364,197,BC,yes,resting,"activity_budget, circadian, behavioural_state","camera traps were deployed at provisioned carcasses, ignoring those here",
Cavalcanti_2014,"Cavalcanti, Gitana Nunes; Diego Alfaro-Alvarado, Luis; Guimaraes Rodrigues, Flavio Henrique","Home range and activity patterns of Conepatus semistriatus (Carnivora, Mephitidae) in Emas National Park, Brazil",ANIMAL BIOLOGY,"Skunks (Mephitidae) have not been well studied throughout the Neotropics. In Brazil there is a general lack of data on the ecology, behavior, distribution, systematics, morphology and biogeographic patterns of the two species occurring in the country (Conepatus semistriatus and C. chinga). The focus of this study was on understanding the home range and activity patterns of C. semistriatus. Field research was conducted in the Emas National Park, where three skunks with radio-collars were located on 157 separate occasions. The observed patterns of activity indicate that the species is predominantly nocturnal, with a great expenditure of time on foraging. Temperature had a direct influence on the animal's behavior, but there was no apparent influence of light on activity patterns. Average home range areas were 1.39 +/- 0.87 km(2) (Minimum Convex Polygon method) and 0.69 +/- 0.25 km(2) (Local Convex Hull method). There was high home range overlap between individuals, 0.27 km(2) based on the Minimum Convex Polygon method, at sites with easy access to resources.",2014,10.1163/15707563-00002436,yes,telem,obs,Conepatus_semistriatus,carnivore,mammal,radio_triang,3,3.63,,52.33333333,210,C,yes,resting,"activity_budget, circadian, inferred_foraging","""homing in"" method = walked up to them directly, but does not say what they did; estimated ""activity"" from variance in the signal when locating thejm",
Owen-Smith_2014,"Owen-Smith, N.; Goodall, V.",Coping with savanna seasonality: comparative daily activity patterns of African ungulates as revealed by GPS telemetry,JOURNAL OF ZOOLOGY,"Daily activity schedules and time budgets reveal how animals cope with changing environmental conditions in securing food and evading enemies. Theory suggests that animals in populations limited by food availability should be energy maximizers in their foraging time allocation, while those regulated by predation should minimize their mobile activity levels. We compared daily and seasonal variation in activity states among three species of grazing ungulates coexisting in the same region of Kruger National Park, South Africa, and for one of these species between regions differing in rainfall. These grazers differed in body size and digestive physiology, potentially affecting their activity patterns. Hourly movement rates recorded by GPS telemetry were partitioned among activity states by applying independent mixture models. All three species showed activity peaks during the early morning and late afternoon, while resting prevailed pre-dawn as well as through midday. African buffalo showed the strongest diel variation in activity and greatest depression of midday activity, consistent with their large body size. Buffalo maintained similar levels of activity through the day and night, while zebra and sable antelope showed higher levels of diurnal than nocturnal activity. During the late dry season, zebra and coexisting sable, but not buffalo, showed elevated foraging and total mobile activity. Zebra devoted more time to foraging than both ruminants, consistent with greater food intake requirements for hindgut digestion. Sable antelope inhabiting the region with higher rainfall showed similar activity levels to the sable herd in the drier area, but slower rates of movement while foraging and travelling and less elevation in foraging time towards the end of the dry season. Observed patterns indicated subtly changing interplay among different constraints bearing on activity patterns over the diel and seasonal cycles, especially those related to digestive physiology. Simplistic concepts of energy maximization or time minimization were not supported.",2014,10.1111/jzo.12132,yes,remote,obs,"Equus_quagga, Hippotragus_niger, Syncerus_caffer",ungulate,mammal,GPS,13,n/a,,n/a,365,BC,yes,resting,"activity_budget, circadian, movement","GPS data assigned to a five-state model, foraging assumed as one of these states",
Lodberg-Holm_2021,"Lodberg-Holm, H. K.; Steyaert, S. M. J. G.; Reinhardt, S.; Rosell, F.; Lodberg-Holm, Hanna Kavli",Size is not everything: differing activity and foraging patterns between the sexes in a monomorphic mammal,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,"Animals balance foraging with other activities, and activity patterns may differ between sexes due to differing physical requirements and reproductive investments. Sex-specific behavioural differences are common in sexually dimorphic mammals, but have received limited research attention in monomorphic mammals where the sexes are similar in body size. Eurasian beavers (Castor fiber) are obligate monogamous and monomorphic mammals and a good model species to study sex-specific differences. As females increase energy expenditure during reproduction, we hypothesized differing seasonal activity budgets, circadian activity rhythms and foraging patterns between male and reproducing female beavers. To test this hypothesis, we equipped adult beavers with VHF transmitters (N=41; 16 female, 25 male) and observed them throughout their active period at night from spring to late summer. Occurrence of their main activities (foraging, travelling and being in lodge) and use of food items (trees/shrubs, aquatic vegetation and herbs/grasses) were modelled to investigate sex-specific seasonal activity budgets and circadian activity rhythms. The sexes did not differ in time spent foraging across the season or night, but during spring, females resided more in the lodge and travelled less. Males and females both foraged on aquatic vegetation during spring, but females used this food source also during late summer, whereas males mostly foraged on trees/shrubs throughout the year. We conclude that seasonal activity budgets and foraging differ subtly between the sexes, which may relate to different energy budgets associated with reproduction and nutritional requirements. Such subtle seasonal behavioural adaptions may be vital for survival and reproduction of monomorphic species. Significance statement Activity budgets and foraging patterns of animals are key to their survival and may differ between males and females with different body sizes and physical requirements. In monomorphic species, where males and females have similar body sizes, fewer differences are expected, but may still be pronounced during certain times of the year. We modelled sex-specific seasonal activity budgets and circadian activity rhythms and use of food items in a monomorphic mammal, the Eurasian beaver. By treating season and time of day as a continuous variable rather than modelling differences within distinct predefined periods, we identified subtle sex-specific seasonal trends in activity budgets and use of food items.",2021,10.1007/s00265-021-03010-7,yes,telem,obs,Castor_fiber,rodent,mammal,"radio_tracking, direct_obs",41,4.8,1.379573171,,510,AB,yes,ethogram,"activity_budget, circadian, social",,KEY
Skliba_2014,"Skliba, Jan; Loevy, Matej; Hrouzkova, Ema; Kott, Ondrej; Okrouhlik, Jan; Sumbera, Radim",Social and Environmental Influences on Daily Activity Pattern in Free-Living Subterranean Rodents: The Case of a Eusocial Bathyergid,JOURNAL OF BIOLOGICAL RHYTHMS,"Predictable daily activity patterns have been detected repeatedly even in mammals living in stable environments, as is the case for subterranean rodents. Whereas studies on activity of these rodents under laboratory conditions almost exclusively have concerned themselves with the influence of light, many field studies have revealed signs of an association between the activity pattern and daily fluctuations of temperature under the ground. This would assume that behavioral thermoregulation is probably involved. The only exceptions to the relationship between temperature and activity are 2 eusocial mole-rats of the genus Fukomys (Bathyergidae, Rodentia), which indicates that activity patterns could be affected also by social cues. To better understand how social and environmental factors influence the activity pattern in a eusocial mole-rat, we monitored the outside-nest activity in another species of this genus, the Ansell's mole-rat (Fukomys anselli), which has a relatively small body mass, high conductance, and more superficially situated burrows. Its daily activity had 1 prominent peak (around 1400 h), and it was tightly correlated with the temperature measured at depth of foraging burrows. Since F. anselli has high thermoregulatory requirements to maintain stable body temperature below the lower critical temperature, we conclude that the observed pattern is probably the result of minimizing the cost of thermoregulation. There were no significant differences in the daily activity patterns of breeding males and females and nonbreeders. Members of the same family group tended to have more similar activity patterns, but consistent activity synchronization between individuals was not proven. From the comparison of available data on all subterranean rodents, we assume that social cues in communally nesting mole-rats may disrupt (mask) temperature-related daily activity rhythms but probably only if the additional cost of thermoregulation is not too high, as it likely is in the Ansell's mole-rat.",2014,10.1177/0748730414526358,yes,telem,obs,Fukomys_anselli,rodent,mammal,radio_tracking,17,n/a,,192,20,B,yes,resting,"activity_budget, circadian, social",,
Nakamoto_2016,"Nakamoto, Atsushi; Kinjo, Kazumitsu; Izawa, Masako",Activity patterns of the Ryukyu flying fox on a subtropical island: responses to seasonal changes in night length,JOURNAL OF ETHOLOGY,"Almost all chiropteran species are nocturnal, but some species are occasionally active during the daytime. We conducted radio-tracking surveys and direct observations of the Ryukyu flying fox, Pteropus dasymallus, in two different habitats-urbanized and forested areas-on a subtropical island from April 2002 to January 2006. We recorded the departure time and return time from/to day roosts as well as behavioral time budgets during the night. The departure and return times shifted in correspondence with seasonal changes in sunset and sunrise times. The Ryukyu flying fox tended to depart earlier in summer when the night length was shorter, suggesting that it adjusts its active period by departing earlier. On the contrary, the amount of foraging performed by the bats in urbanized areas decreased in the summer when fruits of Ficus microcarpa were more abundant, suggesting that the bats adjust their behavioral time budgets in line with local food availability. Daytime activity was observed only in the forested area. In conclusion, the duration of Ryukyu flying fox activity was found to primarily depend on seasonal changes in the light-dark cycle, and this bat may adjust its behavioral time budget according to local food availability and the intensity of human activities.",2016,10.1007/s10164-016-0478-4,yes,ethology + telem,obs,Pteropus_dasymallus,bat,mammal,"radio_tracking, direct_obs",11,760,,n/a,60,BC,yes,resting,"activity_budget, circadian, urbanization","""presumed foraging"" when bats did not move from a location within the hour upon subsequent reloc",
Varner_2016,"Varner, Johanna; Horns, Joshua J.; Lambert, Mallory S.; Westberg, Elizabeth; Ruff, James S.; Wolfenberger, Katelyn; Beever, Erik A.; Dearing, M. Denise",Plastic pikas: Behavioural flexibility in low-elevation pikas (Ochotona princeps),BEHAVIOURAL PROCESSES,"Behaviour is an important mechanism for accommodating rapid environmental changes. Understanding a species' capacity for behavioural plasticity is therefore a key, but understudied, aspect of developing tractable conservation and management plans under climate-change scenarios. Here, we quantified behavioural differences between American pikas (Ochotona princeps) living in an atypical, low-elevation habitat versus those living in a more-typical, alpine habitat. With respect to foraging strategy, low elevation pikas spent more time consuming vegetation and less time caching food for winter, compared to high-elevation pikas. Low-elevation pikas were also far more likely to be detected in forested micro habitats off the talus than their high-elevation counterparts at midday. Finally, pikas living in the atypical habitat had smaller home range sizes compared to those in typical habitat or any previously published home ranges for this species. Our findings indicate that behavioural plasticity likely allows pikas to accommodate atypical conditions in this low-elevation habitat, and that they may rely on critical habitat factors such as suitable microclimate refugia to behaviourally thermoregulate. Together, these results suggest that behavioural adjustments are one important mechanism by which pikas can persist outside of their previously appreciated dietary and thermal niches. (C) 2016 Elsevier B.V. All rights reserved.",2016,10.1016/j.beproc.2016.01.009,yes,ethology,obs,Ochotona_princeps,lagomorph,mammal,"direct_obs, ethogram",6,0.09,2.895833333,,60,AB,no,territoriality,"activity_budget, ethogram","6 sites were the replicates, pikas were not all uniquely ID",
Canjun_2014,"Xia Canjun; Liu Wei; Xu Wenxuan; Yang Weikang; Xu Feng; Blank, David",The energy-maintenance strategy of goitered gazelles Gazella subgutturosa during rut,BEHAVIOURAL PROCESSES,"In many polygynous ruminant species, males decrease their food intake considerably during the rut. To explain this phenomenon of rut-reduced hypophagia, two main hypotheses, the Foraging-Constraint Hypothesis and Energy-Saving Hypothesis, have been proposed. In our research, we assessed the behavioral strategy of goitered gazelles (Gazella subgutturosa) through the rutting period. According to our findings, male goitered gazelles spent less time feeding during the rut compared to pre- and post-rut feeding times, but then maximized their energy intake during the rutting season when they were not engaged in rut-related behaviors. Females, in contrast, did not change their time budgets across the different stages of the rut. Therefore, rut-induced hypophagia is mainly arising from the constraints of rut-related behaviors for male goitered gazelles, so that the Foraging-Constraint Hypothesis better explains their strategy during rut. (C) 2013 Elsevier B.V. All rights reserved.",2014,10.1016/j.beproc.2013.10.009,yes,ethology,obs,Gazella_subgutturosa,ungulate,mammal,direct_obs,814,18000,0.006944444,,90,AB,no,ethogram,"activity_budget, ethogram",,
